字词	拼音	词频
两厢车	liang xiang che	143
贵金属	gui jin shu	143
科学界	ke xue jie	143
科索沃	ke suo wo	143
华国锋	hua guo feng	143
胡椒粉	hu jiao fen	143
减肥药	jian fei yao	143
届人大	jie ren da	143
小白鼠	xiao bai shu	143
性取向	xing qu xiang	143
州政府	zhou zheng fu	143
承受力	cheng shou li	143
商品化	shang pin hua	143
十字绣	shi zi xiu	143
树林里	shu lin li	143
水环境	shui huan jing	143
在业界	zai ye jie	143
研发部	yan fa bu	143
有几种	you ji zhong	143
物流业	wu liu ye	143
编程语言	bian cheng yu yan	143
别出心裁	bie chu xin cai	143
不可开交	bu ke kai jiao	143
免费赠送	mian fei zeng song	143
电子信箱	dian zi xin xiang	143
东方不败	dong fang bu bai	143
男女平等	nan nv ping deng	143
南水北调	nan shui bei diao	143
能做什么	neng zuo shen me	143
工作汇报	gong zuo hui bao	143
公益广告	gong yi guang gao	143
规格型号	gui ge xing hao	143
归根到底	gui gen dao di	143
焕然一新	huan ran yi xin	143
技术规范	ji shu gui fan	143
全球第一	quan qiu di yi	143
消除疲劳	xiao chu pi lao	143
销声匿迹	xiao sheng ni ji	143
真正原因	zhen zheng yuan yin	143
正确答案	zheng que da an	143
正式实施	zheng shi shi shi	143
制作过程	zhi zuo guo cheng	143
主导作用	zhu dao zuo yong	143
商品住房	shang pin zhu fang	143
生产效率	sheng chan xiao lv	143
书面形式	shu mian xing shi	143
人满为患	ren man wei huan	143
存储设备	cun chu she bei	143
晕头转向	yun tou zhuan xiang	143
奄奄一息	yan yan yi xi	143
优秀作品	you xiu zuo pin	143
文化发展	wen hua fa zhan	143
文化水平	wen hua shui ping	143
无中生有	wu zhong sheng you	143
五十年代	wu shi nian dai	143
抿	min	142
町	ding	142
寮	liao	142
乾	gan	142
琨	kun	142
撼	han	142
烯	xi	142
炽	chi	142
绸	chou	142
茸	rong	142
摆满	bai man	142
版画	ban hua	142
伴我	ban wo	142
必填	bi tian	142
标段	biao duan	142
并让	bing rang	142
布施	bu shi	142
攀爬	pan pa	142
卖血	mai xue	142
盲点	mang dian	142
没拿	mei na	142
没关	mei guan	142
棉衣	mian yi	142
木村	mu cun	142
发春	fa chun	142
凡间	fan jian	142
房中	fang zhong	142
短途	duan tu	142
大悲	da bei	142
大傻	da sha	142
单板	dan ban	142
党费	dang fei	142
地府	di fu	142
迪奥	di ao	142
斗篷	dou peng	142
逗逗	dou dou	142
台资	tai zi	142
探路	tan lu	142
腾空	teng kong	142
铁岭	tie ling	142
停火	ting huo	142
突入	tu ru	142
拟订	ni ding	142
拉客	la ke	142
利税	li shui	142
离任	li ren	142
梨子	li zi	142
连发	lian fa	142
良多	liang duo	142
凉席	liang xi	142
梁祝	liang zhu	142
路标	lu biao	142
广外	guang wai	142
广安	guang an	142
该病	gai bing	142
高知	gao zhi	142
格栅	ge shan	142
姑父	gu fu	142
股息	gu xi	142
宽幅	kuan fu	142
康桥	kang qiao	142
库里	ku li	142
黄蜂	huang feng	142
韩服	han fu	142
好报	hao bao	142
和声	he sheng	142
很凶	hen xiong	142
衡水	heng shui	142
火苗	huo miao	142
会找	hui zhao	142
会师	hui shi	142
均等	jun deng	142
俊男	jun nan	142
机芯	ji xin	142
既无	ji wu	142
甲亢	jia kang	142
娇气	jiao qi	142
解闷	jie men	142
解法	jie fa	142
近了	jin le	142
就进	jiu jin	142
全价	quan jia	142
群集	qun ji	142
启明	qi ming	142
岐阜	qi fu	142
启航	qi hang	142
欺压	qi ya	142
迁出	qian chu	142
情系	qing xi	142
选配	xuan pei	142
习作	xi zuo	142
小唐	xiao tang	142
小七	xiao qi	142
歇着	xie zhe	142
凶器	xiong qi	142
抓手	zhua shou	142
壮志	zhuang zhi	142
张强	zhang qiang	142
张晓	zhang xiao	142
哲人	zhe ren	142
支那	zhi na	142
之友	zhi you	142
中电	zhong dian	142
注塑	zhu su	142
船厂	chuan chang	142
乘船	cheng chuan	142
承租	cheng zu	142
成衣	cheng yi	142
涉猎	she lie	142
十名	shi ming	142
时称	shi cheng	142
水沟	shui gou	142
水汽	shui qi	142
税制	shui zhi	142
热诚	re cheng	142
字型	zi xing	142
村上	cun shang	142
才回	cai hui	142
才情	cai qing	142
塞到	sai dao	142
四部	si bu	142
松柏	song bai	142
素来	su lai	142
素菜	su cai	142
随从	sui cong	142
养犬	yang quan	142
也怕	ye pa	142
也敢	ye gan	142
也向	ye xiang	142
一科	yi ke	142
已获	yi huo	142
油锅	you guo	142
拥着	yong zhe	142
鱼粉	yu fen	142
余元	yu yuan	142
问得	wen de	142
蚊虫	wen chong	142
胃部	wei bu	142
味甘	wei gan	142
未获	wei huo	142
我老	wo lao	142
安泰	an tai	142
按理	an li	142
二爷	er ye	142
病原体	bing yuan ti	142
煤化工	mei hua gong	142
缝纫机	feng ren ji	142
飞毛腿	fei mao tui	142
孵化器	fu hua qi	142
大男孩	da nan hai	142
大教堂	da jiao tang	142
打什么	da shen me	142
大嘴巴	da zui ba	142
第二点	di er dian	142
钓鱼台	diao yu tai	142
太阳队	tai yang dui	142
同位素	tong wei su	142
劳伦斯	lao lun si	142
观赏性	guan shang xing	142
更清晰	geng qing xi	142
孤儿院	gu er yuan	142
国产车	guo chan che	142
黑乎乎	hei hu hu	142
胡主席	hu zhu xi	142
鸡尾酒	ji wei jiu	142
教育厅	jiao yu ting	142
救援队	jiu yuan dui	142
强企业	qiang qi ye	142
消防车	xiao fang che	142
小日子	xiao ri zi	142
小妖精	xiao yao jing	142
制药厂	zhi yao chang	142
种类型	zhong lei xing	142
生态学	sheng tai xue	142
氏家族	shi jia zu	142
什叶派	shi ye pai	142
十万元	shi wan yuan	142
收藏品	shou cang pin	142
然后按	ran hou an	142
私生子	si sheng zi	142
运动型	yun dong xing	142
一家子	yi jia zi	142
五年级	wu nian ji	142
乌拉圭	wu la gui	142
办公设备	ban gong she bei	142
美好生活	mei hao sheng huo	142
美其名曰	mei qi ming yue	142
民族品牌	min zu pin pai	142
大不相同	da bu xiang tong	142
电脑游戏	dian nao you xi	142
掉以轻心	diao yi qing xin	142
跌跌撞撞	die die zhuang zhuang	142
读研究生	du yan jiu sheng	142
讨人喜欢	tao ren xi huan	142
广告投放	guang gao tou fang	142
供大于求	gong da yu qiu	142
空气污染	kong qi wu ran	142
航空航天	hang kong hang tian	142
黑色幽默	hei se you mo	142
建设和谐	jian she he xie	142
借此机会	jie ci ji hui	142
金融创新	jin rong chuang xin	142
具体表现	ju ti biao xian	142
全球变暖	quan qiu bian nuan	142
先进事迹	xian jin shi ji	142
信息内容	xin xi nei rong	142
周边国家	zhou bian guo jia	142
众说纷纭	zhong shuo fen yun	142
主题公园	zhu ti gong yuan	142
少男少女	shao nan shao nv	142
深入浅出	shen ru qian chu	142
数码照片	shu ma zhao pian	142
认购权证	ren gou quan zheng	142
在线服务	zai xian fu wu	142
最佳时机	zui jia shi ji	142
思想认识	si xiang ren shi	142
一汽丰田	yi qi feng tian	142
一气呵成	yi qi he cheng	142
艺术设计	yi shu she ji	142
硬件配置	ying jian pei zhi	142
英语专业	ying yu zhuan ye	142
娱乐活动	yu le huo dong	142
违法案件	wei fa an jian	142
卫星电视	wei xing dian shi	142
无期徒刑	wu qi tu xing	142
安全气囊	an quan qi nang	142
妒	du	141
缇	ti	141
糠	kang	141
峥	zheng	141
嘲	chao	141
雏	chu	141
噬	shi	141
薯	shu	141
漱	shu	141
搔	sao	141
报备	bao bei	141
包着	bao zhe	141
报税	bao shui	141
便已	bian yi	141
不衰	bu shuai	141
皮肉	pi rou	141
骗到	pian dao	141
拼死	pin si	141
颇高	po gao	141
卖盘	mai pan	141
脉动	mai dong	141
没接	mei jie	141
没进	mei jin	141
方差	fang cha	141
单产	dan chan	141
倒立	dao li	141
倒进	dao jin	141
地头	di tou	141
涤纶	di lun	141
调离	diao li	141
吊死	diao si	141
都懂	dou dong	141
读着	du zhe	141
天高	tian gao	141
天行	tian xing	141
调频	tiao pin	141
挑食	tiao shi	141
退保	tui bao	141
那棵	na ke	141
腻子	ni zi	141
来潮	lai chao	141
晾干	liang gan	141
林间	lin jian	141
隆隆	long long	141
盖过	gai guo	141
高洁	gao jie	141
科考	ke kao	141
浑厚	hun hou	141
喝上	he shang	141
哼唧	heng ji	141
护盘	hu pan	141
互访	hu fang	141
互连	hu lian	141
火抗	huo kang	141
或因	huo yin	141
军演	jun yan	141
几辆	ji liang	141
尖刀	jian dao	141
见地	jian di	141
降噪	jiang zao	141
街市	jie shi	141
揭阳	jie yang	141
镜中	jing zhong	141
全选	quan xuan	141
千伏	qian fu	141
亲了	qin le	141
清军	qing jun	141
取货	qu huo	141
小娟	xiao juan	141
想干	xiang gan	141
新蛋	xin dan	141
行医	xing yi	141
张狂	zhang kuang	141
真象	zhen xiang	141
指路	zhi lu	141
周某	zhou mou	141
注水	zhu shui	141
长青	chang qing	141
城池	cheng chi	141
上色	shang se	141
肾炎	shen yan	141
申奥	shen ao	141
胜者	sheng zhe	141
声场	sheng chang	141
升任	sheng ren	141
数天	shu tian	141
书市	shu shi	141
软膏	ruan gao	141
染红	ran hong	141
柔道	rou dao	141
溶化	rong hua	141
再作	zai zuo	141
早产	zao chan	141
紫荆	zi jing	141
佐藤	zuo teng	141
作主	zuo zhu	141
蚕食	can shi	141
四门	si men	141
司副	si fu	141
私活	si huo	141
所起	suo qi	141
圆梦	yuan meng	141
运通	yun tong	141
姚麦	yao mai	141
义卖	yi mai	141
一杆	yi gan	141
议价	yi jia	141
银泰	yin tai	141
音轨	yin gui	141
银华	yin hua	141
引致	yin zhi	141
隐忧	yin you	141
影碟	ying die	141
婉约	wan yue	141
为妻	wei qi	141
无眠	wu mian	141
八一队	ba yi dui	141
马加爵	ma jia jue	141
曼奇尼	man qi ni	141
敏感度	min gan du	141
断路器	duan lu qi	141
大提琴	da ti qin	141
大师级	da shi ji	141
第十章	di shi zhang	141
电信局	dian xin ju	141
调研组	diao yan zu	141
东方红	dong fang hong	141
南美洲	nan mei zhou	141
难为情	nan wei qing	141
尼克松	ni ke song	141
观察员	guan cha yuan	141
火车头	huo che tou	141
激光器	ji guang qi	141
小甜甜	xiao tian tian	141
小护士	xiao hu shi	141
小猪猪	xiao zhu zhu	141
执行者	zhi xing zhe	141
上证所	shang zheng suo	141
示范点	shi fan dian	141
乳胶漆	ru jiao qi	141
怎么找	zen me zhao	141
宗庆后	zong qing hou	141
蔡康永	cai kang yong	141
样东西	yang dong xi	141
一九七	yi jiu qi	141
一转眼	yi zhuan yan	141
一只小	yi zhi xiao	141
未婚夫	wei hun fu	141
我想做	wo xiang zuo	141
五子棋	wu zi qi	141
半壁江山	ban bi jiang shan	141
班子成员	ban zi cheng yuan	141
地方特色	di fang te se	141
对策研究	dui ce yan jiu	141
劳动报酬	lao dong bao chou	141
历史背景	li shi bei jing	141
竣工验收	jun gong yan shou	141
家族企业	jia zu qi ye	141
建设资金	jian she zi jin	141
学校领导	xue xiao ling dao	141
下载软件	xia zai ruan jian	141
现金流量	xian jin liu liang	141
消化系统	xiao hua xi tong	141
小组成员	xiao zu cheng yuan	141
证明文件	zheng ming wen jian	141
政协主席	zheng xie zhu xi	141
职业规划	zhi ye gui hua	141
中介服务	zhong jie fu wu	141
中外合资	zhong wai he zi	141
著名导演	zhu ming dao yan	141
主要矛盾	zhu yao mao dun	141
传媒集团	chuan mei ji tuan	141
城市交通	cheng shi jiao tong	141
出版发行	chu ban fa xing	141
审美疲劳	shen mei pi lao	141
软件工具	ruan jian gong ju	141
早睡早起	zao shui zao qi	141
自动控制	zi dong kong zhi	141
最大规模	zui da gui mo	141
三十年代	san shi nian dai	141
私有财产	si you cai chan	141
摇身一变	yao shen yi bian	141
一帘幽梦	yi lian you meng	141
网络道德	wang luo dao de	141
网络中心	wang luo zhong xin	141
网站系统	wang zhan xi tong	141
物业服务	wu ye fu wu	141
二话不说	er hua bu shuo	141
欧美国家	ou mei guo jia	141
萎	wei	140
摆摆	bai bai	140
暴政	bao zheng	140
必是	bi shi	140
鼻祖	bi zu	140
变样	bian yang	140
别拿	bie na	140
补缴	bu jiao	140
排着	pai zhe	140
癖好	pi hao	140
嫖妓	piao ji	140
泼辣	po la	140
满屋	man wu	140
没好	mei hao	140
面罩	mian zhao	140
名企	ming qi	140
防身	fang shen	140
断桥	duan qiao	140
大班	da ban	140
打头	da tou	140
当铺	dang pu	140
导论	dao lun	140
倒流	dao liu	140
得很	dei hen	140
吊坠	diao zhui	140
洞悉	dong xi	140
多难	duo nan	140
对俄	dui e	140
太宗	tai zong	140
探戈	tan ge	140
汤汁	tang zhi	140
桃李	tao li	140
停歇	ting xie	140
偷听	tou ting	140
拖拽	tuo zhuai	140
能活	neng huo	140
能效	neng xiao	140
内江	nei jiang	140
逆天	ni tian	140
妮可	ni ke	140
牛角	niu jiao	140
莱特	lai te	140
粮仓	liang cang	140
灵堂	ling tang	140
凌驾	ling jia	140
龙猫	long mao	140
漯河	luo he	140
广厦	guang sha	140
高亢	gao kang	140
梗阻	geng zu	140
矿主	kuang zhu	140
堪忧	kan you	140
花上	hua shang	140
海豹	hai bao	140
汉唐	han tang	140
杭城	hang cheng	140
黑皮	hei pi	140
户头	hu tou	140
糊状	hu zhuang	140
回身	hui shen	140
加国	jia guo	140
甲子	jia zi	140
讲出	jiang chu	140
结巴	jie ba	140
金利	jin li	140
就再	jiu zai	140
骑上	qi shang	140
起亚	qi ya	140
奇遇	qi yu	140
前戏	qian xi	140
席间	xi jian	140
县官	xian guan	140
闲情	xian qing	140
小跑	xiao pao	140
小泽	xiao ze	140
相向	xiang xiang	140
新港	xin gang	140
行宫	xing gong	140
专款	zhuan kuan	140
转圈	zhuan quan	140
撞见	zhuang jian	140
扎进	zha jin	140
浙西	zhe xi	140
制版	zhi ban	140
之魂	zhi hun	140
挚友	zhi you	140
周折	zhou zhe	140
肿大	zhong da	140
中建	zhong jian	140
终有	zhong you	140
猪脚	zhu jiao	140
巢穴	chao xue	140
城关	cheng guan	140
承销	cheng xiao	140
充好	chong hao	140
初春	chu chun	140
吹来	chui lai	140
吹起	chui qi	140
顺产	shun chan	140
山崖	shan ya	140
赏赐	shang ci	140
身兼	shen jian	140
升入	sheng ru	140
事体	shi ti	140
试水	shi shui	140
失足	shi zu	140
施以	shi yi	140
脏腑	zang fu	140
责骂	ze ma	140
最红	zui hong	140
村人	cun ren	140
踩踏	cai ta	140
彩页	cai ye	140
刺骨	ci gu	140
词人	ci ren	140
扫射	sao she	140
色鬼	se gui	140
斯塔	si ta	140
四字	si zi	140
虽未	sui wei	140
压轴	ya zhou	140
羊城	yang cheng	140
一题	yi ti	140
易患	yi huan	140
一坐	yi zuo	140
阴虚	yin xu	140
用此	yong ci	140
余杭	yu hang	140
网瘾	wang yin	140
问鼎	wen ding	140
文火	wen huo	140
未作	wei zuo	140
爱之	ai zhi	140
而异	er yi	140
拜托了	bai tuo le	140
白花花	bai hua hua	140
本月底	ben yue di	140
北极熊	bei ji xiong	140
北京路	bei jing lu	140
防辐射	fang fu she	140
大礼包	da li bao	140
第五代	di wu dai	140
对不上	dui bu shang	140
对立面	dui li mian	140
同仁堂	tong ren tang	140
逆时针	ni shi zhen	140
年产值	nian chan zhi	140
个理由	ge li you	140
歌舞团	ge wu tuan	140
功能键	gong neng jian	140
卡夫卡	ka fu ka	140
海洛因	hai luo yin	140
耗电量	hao dian liang	140
好女孩	hao nv hai	140
互动性	hu dong xing	140
绝对值	jue dui zhi	140
君不见	jun bu jian	140
渠道商	qu dao shang	140
小肥羊	xiao fei yang	140
谢亚龙	xie ya long	140
冲锋枪	chong feng qiang	140
爽肤水	shuang fu shui	140
十字星	shi zi xing	140
自主性	zi zhu xing	140
走多远	zou duo yuan	140
扬州市	yang zhou shi	140
野战军	ye zhan jun	140
有异味	you yi wei	140
玩电脑	wan dian nao	140
文艺片	wen yi pian	140
百度搜索	bai du sou suo	140
不谋而合	bu mou er he	140
不得好死	bu de hao si	140
不同寻常	bu tong xun chang	140
不堪重负	bu kan zhong fu	140
不在话下	bu zai hua xia	140
马列主义	ma lie zhu yi	140
马尔蒂尼	ma er di ni	140
贸易摩擦	mao yi mo ca	140
法律体系	fa lv ti xi	140
法国总统	fa guo zong tong	140
房屋拆迁	fang wu chai qian	140
妇女儿童	fu nv er tong	140
打羽毛球	da yu mao qiu	140
带着孩子	dai zhe hai zi	140
第二十九	di er shi jiu	140
提前还贷	ti qian huan dai	140
历史意义	li shi yi yi	140
令人发指	ling ren fa zhi	140
高层领导	gao ceng ling dao	140
华夏银行	hua xia yin hang	140
患得患失	huan de huan shi	140
建筑公司	jian zhu gong si	140
截止日期	jie zhi ri qi	140
经济学院	jing ji xue yuan	140
精神生活	jing shen sheng huo	140
就业压力	jiu ye ya li	140
全民健身	quan min jian shen	140
宣传部长	xuan chuan bu zhang	140
贤妻良母	xian qi liang mu	140
小心谨慎	xiao xin jin shen	140
想来想去	xiang lai xiang qu	140
香港回归	xiang gang hui gui	140
欣喜若狂	xin xi ruo kuang	140
专家介绍	zhuan jia jie shao	140
招生简章	zhao sheng jian zhang	140
支部书记	zhi bu shu ji	140
查询结果	cha xun jie guo	140
城市道路	cheng shi dao lu	140
城市生活	cheng shi sheng huo	140
处理问题	chu li wen ti	140
商标注册	shang biao zhu ce	140
什么作用	shen me zuo yong	140
身份证件	shen fen zheng jian	140
食品生产	shi pin sheng chan	140
热爱生活	re ai sheng huo	140
入学考试	ru xue kao shi	140
如日中天	ru ri zhong tian	140
在飞机上	zai fei ji shang	140
自动播放	zi dong bo fang	140
自动识别	zi dong shi bie	140
足球比赛	zu qiu bi sai	140
最低工资	zui di gong zi	140
曾经拥有	ceng jing yong you	140
移动设备	yi dong she bei	140
一干二净	yi gan er jing	140
语重心长	yu zhong xin chang	140
卟	bu	139
仂	le	139
悍	han	139
蕉	jiao	139
歉	qian	139
壬	ren	139
憎	zeng	139
粹	cui	139
秧	yang	139
胰	yi	139
彝	yi	139
白送	bai song	139
宝塔	bao ta	139
报章	bao zhang	139
别问	bie wen	139
博雅	bo ya	139
不降	bu jiang	139
爬虫	pa chong	139
排解	pai jie	139
喷嘴	pen zui	139
貔貅	pi xiu	139
飘摇	piao yao	139
铺满	pu man	139
铺路	pu lu	139
濮阳	pu yang	139
溥仪	pu yi	139
鳗鱼	man yu	139
美服	mei fu	139
密林	mi lin	139
面瘫	mian tan	139
凡在	fan zai	139
愤恨	fen hen	139
费钱	fei qian	139
